,Unnamed: 0,policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
117,117,330591,8/5/1993,OH,1000,1881.672917,0,47529,41,MALE,tech-support,movies,1/19/2015,NY,major damage,Northbend,3814 Britain Drive,20,hurricane,other,NO,210200,1000000,NO,189113,6400,195513,NO,NO,YES
118,118,319232,10/31/1997,IL,500,3224.519207,0,46774,38,FEMALE,craft-repair,board-games,1/17/2015,NY,minor damage,Hillsdale,4614 MLK Ave,4,other,other,NO,402200,500000,YES,217274,18000,235274,YES,YES,NO
119,119,531640,4/21/2001,OH,500,3523.458655,8000000,46067,39,FEMALE,sales,board-games,2/20/2015,NY,minor damage,Arlington,1628 Best Drive,7,fire,none,NO,333200,500000,YES,199236,13240,212476,NO,NO,NO
120,120,368050,1/8/2013,IL,500,2919.038237,4000000,61812,41,MALE,armed-forces,kayaking,2/22/2015,SC,minor damage,Hillsdale,8381 Solo Hwy,22,theft,police,YES,255800,1000000,NO,145569,13860,159429,NO,NO,NO
121,121,253791,7/23/2009,IL,500,1862.176534,4000000,60745,36,FEMALE,adm-clerical,board-games,1/23/2015,NY,major damage,Northbrook,2100 MLK St,11,hail,ambulance,NO,201800,1000000,NO,144612,12760,157372,YES,NO,YES
122,122,155724,2/20/1998,IL,1000,4502.915682,0,60635,38,FEMALE,transport-moving,kayaking,1/31/2015,VA,major damage,Columbus,5071 Flute Ridge,7,fire,other,NO,492600,500000,NO,370579,0,370579,NO,NO,YES
123,123,824540,3/13/2008,OH,500,3030.984419000001,0,60352,25,FEMALE,other-service,video-games,1/5/2015,NC,total loss,Arlington,7551 Britain Lane,0,hail,fire,NO,272200,500000,NO,272200,8570,280770,NO,NO,NO
124,124,717392,8/20/1996,IL,1000,2812.399222,0,44560,35,FEMALE,sales,chess,2/3/2015,WV,total loss,Northbend,2275 Best Lane,1,hail,other,NO,341200,300000,NO,341200,7000,348200,NO,NO,NO
125,125,965768,7/27/2014,IN,500,985.1824163,6000000,60394,39,MALE,exec-managerial,movies,2/17/2015,NY,total loss,Hillsdale,1598 3rd Drive,12,theft,other,NO,82600,500000,NO,82600,3300,85900,YES,NO,NO
126,126,414779,11/9/1992,IL,1000,2967.341254,0,43575,38,MALE,tech-support,hiking,1/9/2015,WV,total loss,Columbus,7740 MLK St,8,hurricane,other,NO,258200,300000,NO,258200,5760,263960,NO,YES,NO
127,127,428230,6/4/2012,IN,500,6805.864785,0,61158,32,FEMALE,adm-clerical,chess,2/8/2015,PA,minor damage,Northbrook,1240 Tree Lane,9,fire,none,NO,747200,1000000,NO,332342,330,332672,NO,NO,NO
128,128,517240,5/13/2001,OH,500,3284.586578,0,46526,43,MALE,tech-support,basketball,2/6/2015,NY,major damage,Northbend,8983 Francis Ridge,22,other,other,NO,404800,300000,NO,278587,10640,289227,NO,NO,YES
129,129,469874,9/17/2011,IL,500,4992.763841,6000000,61785,28,FEMALE,transport-moving,exercise,1/14/2015,SC,major damage,Northbend,7756 Solo Drive,0,hail,other,NO,608400,500000,NO,390006,4970,394976,NO,NO,YES
130,130,718428,7/15/2011,IN,1000,876.2495836,0,60788,45,MALE,farming-fishing,chess,1/22/2015,NY,minor damage,Arlington,9034 Weaver Ridge,0,fire,ambulance,NO,96600,500000,NO,47604,14120,61724,NO,YES,NO
131,131,620215,7/27/2005,IN,1000,3420.918608,0,45568,39,MALE,exec-managerial,kayaking,2/23/2015,WV,major damage,Columbus,1126 Texas Hwy,3,theft,none,NO,327000,500000,NO,204309,6150,210459,NO,YES,NO
132,132,618659,10/18/2005,OH,1000,3182.999304,0,45034,27,FEMALE,armed-forces,camping,2/22/2015,NC,major damage,Arlington,2808 Elm St,21,hail,ambulance,NO,354200,300000,NO,281144,8500,289644,NO,YES,NO
133,133,649082,1/19/1996,IL,1000,4214.397368999998,0,43127,33,FEMALE,adm-clerical,basketball,1/24/2015,WV,total loss,Northbend,5061 Francis Ave,0,hurricane,other,NO,458400,1000000,NO,458400,4680,463080,YES,YES,NO
134,134,437573,9/29/2005,OH,1000,2407.146683,0,45465,32,MALE,other-service,video-games,2/9/2015,WV,minor damage,Northbend,4965 MLK Drive,16,fire,fire,NO,206400,500000,NO,102208,17360,119568,NO,YES,NO
135,135,964657,2/18/1997,IN,1000,2696.014916,0,60516,34,FEMALE,craft-repair,dancing,1/19/2015,NY,major damage,Springfield,8668 Flute St,14,hurricane,other,NO,232000,500000,NO,206812,13840,220652,YES,NO,YES
136,136,932502,5/11/2010,IL,1000,2745.136483,0,44482,40,FEMALE,other-service,basketball,1/1/2015,VA,minor damage,Riverwood,2577 Washington Drive,9,other,other,NO,286000,300000,NO,150925,410,151335,NO,NO,NO
137,137,434507,2/6/2009,IL,500,2372.185664,0,44744,28,FEMALE,craft-repair,hiking,1/7/2015,SC,minor damage,Springfield,7709 Rock Lane,9,hurricane,other,NO,285800,500000,YES,119314,6550,125864,NO,NO,NO
138,138,935277,7/9/2013,IL,1000,1844.972833,0,47436,46,FEMALE,other-service,kayaking,2/1/2015,NC,minor damage,Springfield,9358 Texas Ridge,21,theft,ambulance,NO,199600,1000000,NO,112750,13840,126590,NO,YES,NO
139,139,756054,6/6/1992,IL,500,8084.266113,0,44792,32,FEMALE,craft-repair,kayaking,2/21/2015,VA,total loss,Springfield,8080 Oak Lane,19,fire,police,NO,964200,500000,NO,964200,12260,976460,NO,NO,NO
140,140,682387,3/8/1998,OH,1000,2261.357363,0,45158,35,MALE,farming-fishing,exercise,1/21/2015,NY,total loss,Northbend,6408 Weaver Ridge,2,hurricane,other,NO,205400,300000,NO,205400,9460,214860,YES,NO,NO
141,141,456604,3/29/2004,IL,1000,4810.964434,0,47751,41,MALE,transport-moving,hiking,1/19/2015,SC,trivial damage,Northbrook,5532 Weaver Ridge,9,hurricane,ambulance,NO,411000,1000000,NO,151298,470,151768,NO,YES,NO
142,142,139872,6/1/2006,IN,1000,2098.489627,0,60363,34,MALE,armed-forces,video-games,2/27/2015,SC,minor damage,Northbend,9101 2nd Hwy,5,other,ambulance,NO,238800,500000,YES,115556,1890,117446,NO,NO,NO
143,143,354105,6/8/1994,IN,500,1279.405121,6000000,46399,29,MALE,sales,kayaking,2/14/2015,SC,major damage,Springfield,8576 Andromedia St,14,hurricane,other,NO,126200,500000,NO,86831,7080,93911,YES,NO,YES
144,144,165485,2/12/1998,IL,1000,4714.336089,0,44149,31,FEMALE,other-service,camping,2/1/2015,WV,total loss,Springfield,6315 2nd Lane,20,theft,other,NO,528000,1000000,NO,528000,5070,533070,NO,NO,NO
145,145,515050,11/16/2000,OH,500,8723.678683,0,46942,58,FEMALE,adm-clerical,dancing,2/2/2015,NC,major damage,Northbrook,1536 Flute Drive,18,other,police,YES,1050800,300000,NO,764882,7640,772522,NO,YES,YES
146,146,795686,10/24/2004,IL,1000,5012.878882,4000000,47221,41,MALE,transport-moving,hiking,2/1/2015,NC,major damage,Northbend,4672 MLK St,13,fire,fire,NO,430000,1000000,NO,367110,12800,379910,NO,YES,YES
147,147,395983,11/8/2009,OH,1000,2725.562183,0,61494,38,FEMALE,craft-repair,exercise,1/19/2015,WV,minor damage,Northbrook,2204 Washington Lane,21,hail,other,NO,305600,300000,NO,131252,4730,135982,NO,NO,NO
148,148,119513,9/21/1996,IL,500,3560.304661,0,47672,27,MALE,sales,video-games,2/18/2015,SC,major damage,Springfield,9484 Pine Drive,14,fire,none,NO,315400,300000,NO,226919,8960,235879,NO,YES,YES
149,149,217938,7/16/1995,OH,500,2538.311438,0,43855,41,FEMALE,transport-moving,kayaking,2/8/2015,SC,major damage,Springfield,5431 3rd Ridge,1,hurricane,ambulance,NO,234400,500000,NO,205339,17280,222619,NO,YES,YES
150,150,203914,6/9/2001,OH,500,1975.901773,0,44096,32,FEMALE,craft-repair,camping,1/9/2015,NY,total loss,Columbus,7121 Britain Drive,17,theft,ambulance,NO,191000,300000,NO,191000,7520,198520,NO,NO,NO
151,151,565157,10/6/2002,IL,500,2929.296576,0,61671,45,MALE,tech-support,kayaking,2/27/2015,NC,major damage,Hillsdale,8586 1st Ridge,4,theft,other,NO,297800,300000,YES,191874,10680,202554,YES,NO,NO
152,152,904191,7/14/1997,IN,500,1025.580311,0,43424,32,MALE,tech-support,basketball,1/8/2015,NY,total loss,Riverwood,7582 Pine Drive,23,hail,ambulance,NO,110000,500000,NO,110000,9780,119780,NO,NO,YES
153,153,419510,11/11/1994,OH,1000,3326.761798,0,43654,54,FEMALE,tech-support,reading,1/8/2015,WV,total loss,Columbus,1388 Embaracadero Hwy,13,fire,police,NO,326600,300000,NO,326600,10540,337140,NO,YES,NO
154,154,575000,6/23/2012,OH,500,1903.733973,7000000,61954,33,FEMALE,exec-managerial,reading,2/24/2015,NC,minor damage,Northbrook,5621 4th Ave,20,fire,other,NO,189800,300000,NO,76833,9040,85873,NO,YES,YES
155,155,120485,2/18/2007,OH,1000,4234.7280310000015,0,46628,50,MALE,adm-clerical,video-games,2/12/2015,NY,major damage,Riverwood,8150 Washington Ridge,16,fire,ambulance,NO,396800,300000,NO,292129,0,292129,NO,NO,YES
156,156,781181,6/27/2005,OH,500,2061.406822,0,44955,61,MALE,tech-support,kayaking,2/18/2015,NY,minor damage,Columbus,4268 2nd Ave,10,fire,fire,NO,173000,300000,YES,69300,7210,76510,NO,YES,NO
157,157,299796,9/29/1999,IN,500,2792.379659,7000000,47332,59,FEMALE,farming-fishing,video-games,2/6/2015,WV,minor damage,Northbend,6375 2nd Lane,8,theft,none,NO,261400,500000,NO,149216,1300,150516,YES,YES,NO
158,158,589749,5/14/2006,IN,1000,4306.30741,0,47011,38,MALE,tech-support,movies,2/14/2015,WV,total loss,Springfield,3770 Flute Drive,17,other,none,NO,451000,300000,NO,451000,13040,464040,YES,NO,NO
159,159,854021,4/29/2010,OH,1000,3290.645033,0,60070,29,FEMALE,transport-moving,chess,2/5/2015,NY,minor damage,Columbus,1562 Britain St,9,theft,fire,NO,276600,300000,NO,144921,1240,146161,NO,NO,NO
160,160,454086,11/10/1992,IN,500,1755.058455,0,61592,36,FEMALE,farming-fishing,basketball,1/25/2015,VA,minor damage,Springfield,1681 Cherokee Hwy,0,fire,ambulance,NO,163400,1000000,NO,90935,560,91495,NO,NO,NO
161,161,139484,7/24/1999,IN,500,1451.144637,7000000,47558,48,FEMALE,adm-clerical,hiking,1/16/2015,SC,total loss,Northbrook,7523 Oak Lane,12,hurricane,ambulance,NO,165600,1000000,NO,165600,11700,177300,NO,NO,NO
162,162,678849,2/22/1992,OH,500,5587.804156,0,60940,48,FEMALE,tech-support,exercise,1/28/2015,NY,total loss,Hillsdale,1815 Cherokee Drive,20,other,other,NO,665600,1000000,NO,665600,13240,678840,NO,YES,NO
163,163,346940,9/13/2002,OH,500,1305.371558,0,47985,30,FEMALE,tech-support,camping,1/21/2015,SC,major damage,Arlington,9316 Pine Ave,3,hurricane,other,NO,157000,1000000,NO,129402,10790,140192,NO,NO,YES
164,164,985436,8/9/2003,IL,500,747.517608,0,45224,34,FEMALE,tech-support,movies,1/7/2015,PA,total loss,Columbus,2733 Texas Drive,18,hurricane,fire,NO,69200,500000,NO,69200,18180,87380,NO,YES,NO
165,165,237418,12/4/2007,IN,1000,7212.400349,0,44153,29,FEMALE,transport-moving,hiking,2/23/2015,WV,minor damage,Columbus,7684 Francis Ridge,4,hail,fire,NO,648000,1000000,NO,305207,11160,316367,YES,NO,NO
166,166,335780,7/22/2002,OH,1000,3688.320292,0,60161,28,FEMALE,armed-forces,video-games,2/14/2015,WV,major damage,Riverwood,8991 Embaracadero Ave,18,other,police,YES,362800,500000,NO,321806,12960,334766,YES,YES,YES
167,167,491392,7/3/1992,IL,500,1662.239745,0,44259,45,MALE,tech-support,movies,2/27/2015,NY,minor damage,Northbend,4905 Francis Ave,18,fire,police,YES,165400,1000000,YES,72747,12800,85547,NO,NO,NO
168,168,140880,3/29/2005,IL,1000,3832.046354,0,43098,46,FEMALE,transport-moving,board-games,2/21/2015,SC,trivial damage,Hillsdale,7783 Lincoln Hwy,7,fire,fire,NO,374800,500000,NO,84123,660,84783,NO,NO,NO
169,169,962591,3/16/2008,IN,500,1373.518314,0,43010,37,MALE,sales,chess,1/5/2015,NY,minor damage,Hillsdale,8749 Tree St,18,hail,other,NO,119400,500000,NO,70564,670,71234,NO,NO,NO
170,170,922565,5/23/1999,IL,500,4311.533112,0,61290,42,MALE,tech-support,reading,1/30/2015,NY,minor damage,Arlington,4985 Sky Lane,23,other,fire,NO,510200,500000,NO,228406,11940,240346,NO,YES,NO
171,171,288580,11/22/2012,OH,500,4919.568095000001,0,43088,28,MALE,exec-managerial,dancing,2/26/2015,PA,total loss,Riverwood,7534 MLK Hwy,1,hurricane,other,NO,475000,500000,NO,475000,6700,481700,NO,YES,YES
172,172,154280,1/29/1993,IL,1000,1044.262254,0,46794,29,MALE,farming-fishing,exercise,1/10/2015,SC,total loss,Arlington,8689 Maple Hwy,15,other,none,NO,125600,500000,NO,125600,4990,130590,YES,NO,NO
173,173,425973,2/11/2003,IN,500,4796.479327,4000000,60480,31,FEMALE,armed-forces,video-games,2/23/2015,PA,major damage,Hillsdale,9153 3rd Hwy,2,fire,ambulance,NO,464200,500000,NO,378297,11100,389397,NO,NO,NO
174,174,477177,8/15/1990,IL,500,4022.240681,0,46030,44,FEMALE,adm-clerical,camping,2/5/2015,WV,trivial damage,Riverwood,5904 1st Drive,3,fire,fire,NO,383600,300000,NO,79863,610,80473,NO,NO,NO
175,175,648509,3/6/2010,IN,500,4361.461057,6000000,61886,46,MALE,adm-clerical,movies,1/21/2015,PA,minor damage,Hillsdale,4519 Embaracadero St,13,hurricane,other,NO,426800,300000,YES,189379,15920,205299,NO,NO,NO
176,176,914815,9/27/1990,IN,500,3887.408994,0,46247,34,MALE,adm-clerical,hiking,1/7/2015,OH,minor damage,Hillsdale,9706 MLK Lane,1,theft,police,NO,345000,300000,NO,162358,8560,170918,NO,NO,NO
177,177,249048,6/17/2005,IL,1000,4310.945639000001,0,45755,45,FEMALE,tech-support,kayaking,1/11/2015,SC,minor damage,Columbus,6012 Texas Hwy,16,hail,other,NO,504600,500000,YES,290603,11380,301983,NO,NO,NO
178,178,144323,9/14/2001,IN,1000,3760.475068,0,45998,40,FEMALE,craft-repair,camping,2/6/2015,WV,total loss,Northbend,4098 Weaver Ridge,0,hurricane,other,NO,370200,1000000,NO,370200,13100,383300,NO,YES,NO
179,179,651861,1/7/2011,IL,1000,1453.270317,4000000,43498,39,MALE,craft-repair,video-games,1/24/2015,NY,trivial damage,Hillsdale,6193 1st Hwy,1,hurricane,other,NO,147000,300000,NO,46424,450,46874,YES,NO,NO
180,180,125324,9/13/2003,OH,1000,8928.790986,0,61423,36,MALE,sales,movies,2/18/2015,VA,major damage,Riverwood,4053 Sky Lane,17,hurricane,other,NO,842000,1000000,NO,602209,10220,612429,NO,YES,NO
181,181,398102,10/24/1997,IL,1000,3382.672499,0,60525,54,FEMALE,transport-moving,movies,1/12/2015,SC,minor damage,Springfield,8964 Francis St,13,other,none,NO,332800,1000000,NO,178328,16800,195128,NO,NO,NO
182,182,514065,1/4/2009,IN,500,2518.7101350000007,4000000,60437,27,FEMALE,exec-managerial,kayaking,1/17/2015,VA,total loss,Springfield,9748 Sky Drive,12,hail,other,NO,300200,500000,NO,300200,16540,316740,YES,YES,NO
183,183,391652,10/12/1998,OH,1000,3807.679609,7000000,43492,26,MALE,farming-fishing,board-games,1/12/2015,SC,minor damage,Northbend,2293 Washington Ave,11,theft,fire,NO,355000,300000,NO,162255,14880,177135,YES,NO,YES
184,184,922167,2/23/1993,OH,1000,5149.137627,7000000,47645,46,MALE,transport-moving,basketball,1/6/2015,NY,major damage,Northbend,3656 Solo Ave,18,fire,other,NO,470800,300000,NO,369469,5490,374959,YES,NO,NO
185,185,442795,7/7/1996,OH,500,7049.818486,7000000,44678,35,MALE,exec-managerial,camping,2/25/2015,NY,total loss,Northbend,8579 Apache Drive,17,hurricane,other,NO,702400,1000000,NO,702400,8060,710460,NO,NO,YES
186,186,226330,1/23/2013,IL,1000,6492.690617,0,47738,34,FEMALE,other-service,video-games,2/16/2015,NC,total loss,Riverwood,2003 Maple Hwy,22,hurricane,other,NO,561800,300000,NO,561800,2250,564050,NO,NO,NO
187,187,134430,12/6/2006,IN,500,3009.88014,0,60027,39,FEMALE,tech-support,dancing,2/25/2015,NY,minor damage,Northbrook,5445 Tree Hwy,9,fire,none,NO,271200,500000,NO,138782,1100,139882,NO,NO,NO
188,188,524230,2/23/2014,IN,1000,5921.88922,5000000,46195,25,FEMALE,other-service,board-games,2/21/2015,WV,major damage,Hillsdale,9730 2nd Hwy,11,theft,ambulance,NO,681200,300000,NO,581622,13440,595062,YES,YES,YES
189,189,438817,11/16/2007,OH,1000,2065.565848,0,47272,28,FEMALE,other-service,camping,2/16/2015,VA,total loss,Columbus,7819 Oak St,11,other,police,YES,224400,1000000,NO,224400,18520,242920,YES,NO,NO
190,190,293794,4/17/1999,OH,500,6022.81332,0,44239,57,MALE,craft-repair,hiking,2/9/2015,SC,minor damage,Riverwood,1845 Best St,8,hurricane,other,NO,518400,500000,NO,285908,980,286888,NO,NO,NO
191,191,868283,2/6/2006,IN,1000,2289.562912000001,0,45534,39,MALE,transport-moving,hiking,2/13/2015,SC,minor damage,Springfield,2500 Tree St,18,other,fire,NO,264000,500000,YES,149486,5610,155096,NO,NO,NO
192,192,828890,10/20/1993,OH,1000,1493.089236,0,61324,47,FEMALE,exec-managerial,camping,1/11/2015,SC,total loss,Arlington,6955 Pine Drive,13,hail,other,NO,145600,300000,NO,145600,5550,151150,YES,YES,NO
193,193,882920,1/1/2006,OH,1000,1883.975968,0,45498,32,MALE,craft-repair,dancing,1/2/2015,VA,minor damage,Hillsdale,6165 Rock Ridge,8,fire,fire,NO,221000,1000000,NO,107081,1280,108361,NO,YES,NO
194,194,918777,4/4/2003,IL,500,1850.365001,4000000,46881,26,MALE,farming-fishing,kayaking,2/12/2015,VA,total loss,Northbrook,3653 Elm Drive,9,hail,other,NO,219000,500000,NO,219000,5020,224020,NO,YES,NO
195,195,212580,7/5/2014,IL,500,5400.677922999998,0,45274,44,MALE,sales,basketball,2/5/2015,NC,total loss,Columbus,5812 3rd Hwy,17,hail,other,NO,527800,1000000,YES,527800,6960,534760,YES,NO,NO
196,196,602410,1/16/1996,IN,1000,6028.158052000002,0,61561,36,MALE,sales,movies,1/24/2015,WV,trivial damage,Springfield,4939 Best St,3,hail,other,NO,668000,500000,YES,154804,530,155334,NO,NO,YES
197,197,976971,4/19/2002,OH,1000,5837.286075,0,45140,43,FEMALE,farming-fishing,exercise,1/12/2015,WV,trivial damage,Arlington,4964 Elm Lane,6,hurricane,other,NO,594400,500000,NO,108718,650,109368,YES,NO,NO
198,198,630226,12/10/2005,IL,1000,1756.8300800000004,0,46487,48,MALE,exec-managerial,video-games,1/16/2015,NY,major damage,Riverwood,9588 Solo St,17,hurricane,other,NO,154800,500000,YES,125602,5940,131542,NO,NO,NO
199,199,171254,11/7/1994,OH,500,2913.461241,0,45249,43,FEMALE,farming-fishing,video-games,1/13/2015,SC,minor damage,Arlington,8718 Apache Lane,7,fire,none,NO,317600,300000,NO,137803,280,138083,NO,NO,NO
200,200,247116,6/2/2012,IL,500,3564.171178,0,43071,31,MALE,tech-support,movies,2/2/2015,NY,trivial damage,Hillsdale,3590 Best Hwy,9,hurricane,other,NO,360600,500000,NO,84621,960,85581,NO,NO,NO
201,201,505969,4/7/1998,OH,500,4352.965246,0,47263,49,MALE,farming-fishing,movies,2/28/2015,WV,minor damage,Hillsdale,6149 Best Ridge,3,hail,other,NO,447800,500000,NO,250189,7670,257859,NO,NO,NO
202,202,653864,4/25/2007,IN,500,2187.812273,7000000,60837,39,FEMALE,exec-managerial,dancing,1/18/2015,NY,trivial damage,Springfield,4116 Embaracadero Lane,6,hail,other,NO,237600,500000,YES,80897,740,81637,YES,NO,NO
203,203,586367,6/30/2000,IL,500,3392.550072,0,46816,62,MALE,tech-support,movies,2/15/2015,SC,major damage,Riverwood,3486 Flute Ave,7,hail,ambulance,NO,315200,300000,NO,247486,7150,254636,NO,NO,NO
204,204,896890,6/4/1996,IL,500,4547.959166,0,46410,39,MALE,adm-clerical,movies,1/31/2015,WV,total loss,Northbend,5994 5th Ave,21,hurricane,other,NO,527000,500000,NO,527000,4240,531240,NO,YES,NO
205,205,650026,5/9/2009,OH,500,2417.307553,0,46695,43,FEMALE,transport-moving,movies,2/10/2015,SC,minor damage,Springfield,9138 3rd St,14,hail,other,NO,236400,1000000,YES,138445,5440,143885,NO,NO,NO
206,206,547744,7/8/2001,OH,500,1791.705563,0,44352,32,FEMALE,adm-clerical,kayaking,2/26/2015,SC,total loss,Columbus,3743 Andromedia Ridge,0,other,other,NO,187200,300000,NO,187200,5980,193180,NO,YES,YES
207,207,598124,9/20/1993,OH,1000,2855.049548,0,44172,29,MALE,craft-repair,chess,2/25/2015,VA,major damage,Springfield,7644 Tree Ridge,14,fire,none,NO,354200,1000000,NO,237610,7200,244810,NO,NO,NO
208,208,436126,11/3/2009,IN,1000,2102.013569,3000000,47341,48,MALE,tech-support,dancing,1/8/2015,SC,total loss,Riverwood,3167 2nd St,13,other,police,YES,185800,500000,NO,185800,7230,193030,YES,YES,NO
209,209,739447,12/10/2014,IN,1000,5371.708718,0,46620,53,MALE,armed-forces,exercise,1/14/2015,WV,trivial damage,Columbus,3327 Lincoln Drive,8,hail,fire,NO,540400,500000,NO,77706,1760,79466,YES,NO,NO
210,210,427484,1/8/1994,OH,500,5473.096792,0,46962,24,FEMALE,farming-fishing,camping,2/3/2015,NC,minor damage,Hillsdale,8621 Best Ridge,7,fire,fire,NO,473800,500000,YES,265901,1020,266921,YES,YES,NO
211,211,218684,8/5/2006,IN,500,957.3586133,0,46667,37,MALE,armed-forces,dancing,1/5/2015,OH,trivial damage,Columbus,3878 Tree Lane,9,hail,other,NO,115400,1000000,NO,38877,1180,40057,NO,NO,NO
212,212,565564,2/7/2007,OH,500,2428.269631,6000000,61534,50,MALE,craft-repair,board-games,1/24/2015,NY,minor damage,Riverwood,9760 Solo Lane,12,hurricane,ambulance,NO,207800,300000,YES,118671,8580,127251,YES,NO,NO
213,213,743163,4/9/2001,OH,1000,9555.504048,0,44010,40,FEMALE,exec-managerial,video-games,1/26/2015,SC,major damage,Springfield,9138 1st St,6,hail,other,NO,809800,1000000,NO,497118,9720,506838,YES,NO,YES
214,214,604614,2/17/1995,IN,500,1842.729658,5000000,45033,33,FEMALE,armed-forces,reading,1/21/2015,NC,total loss,Columbus,3414 Elm Ave,11,fire,fire,NO,211400,300000,NO,211400,6780,218180,NO,NO,YES
215,215,509928,7/25/1995,OH,500,924.3910433,0,61522,43,MALE,transport-moving,basketball,2/6/2015,NC,minor damage,Springfield,3172 Tree Ridge,5,hurricane,other,NO,88000,300000,YES,40698,7370,48068,YES,NO,YES
216,216,593390,3/24/2006,IL,500,6031.9323060000015,0,43768,26,FEMALE,craft-repair,kayaking,1/7/2015,NY,minor damage,Columbus,6104 Oak Ave,14,fire,none,NO,548800,300000,YES,244338,5260,249598,NO,NO,NO
217,217,970607,3/28/1995,OH,500,2092.272227,0,43738,28,MALE,farming-fishing,reading,2/10/2015,NC,trivial damage,Springfield,9742 5th Ridge,17,theft,other,NO,197400,500000,NO,71870,1440,73310,NO,NO,NO
218,218,174701,6/19/1996,IL,1000,2307.500912,0,45813,46,FEMALE,armed-forces,reading,2/23/2015,WV,total loss,Hillsdale,8782 3rd St,0,theft,ambulance,NO,255400,1000000,NO,255400,12780,268180,YES,NO,YES
219,219,529398,6/16/1993,OH,1000,1701.6238629999998,6000000,44319,43,MALE,farming-fishing,dancing,1/9/2015,SC,minor damage,Northbrook,9798 Sky Ridge,21,hurricane,other,NO,157200,300000,NO,87487,9260,96747,NO,YES,NO
220,220,940942,7/11/2001,OH,500,5940.831943,0,61364,44,MALE,craft-repair,reading,2/22/2015,NY,major damage,Hillsdale,5483 Francis Drive,18,hurricane,other,NO,596800,500000,YES,369894,11160,381054,NO,YES,YES
221,221,442677,11/22/2008,OH,1000,5000.347163,0,46082,49,FEMALE,sales,basketball,2/21/2015,NY,minor damage,Springfield,2005 Texas Hwy,17,theft,other,NO,424400,500000,YES,254337,2810,257147,NO,NO,NO
